shipment_id,shipment_date,origin_warehouse,destination_region,carrier,transport_mode,distance_km,weight_kg,shipment_volume_units,inventory_level,transportation_cost,delivery_time_days,delayed
SHP100132,2025-02-10 01:45:41.284403,WH-Chennai,East,Carrier D,Road,413.7,175.1,122,3281,5435.22,0.2,0
SHP100764,2025-08-20 22:33:31.676397,WH-Kolkata,South,Carrier A,Sea,162.5,86.3,114,1709,1111.07,1.0,0
SHP101149,2025-12-15 19:41:47.089241,WH-Kolkata,West,Carrier D,Road,890.7,194.3,108,3562,10999.46,2.1,0
SHP100862,2025-09-19 16:35:37.781484,WH-Bengaluru,West,Carrier B,Road,237.5,238.7,114,113,3762.89,0.8,0
SHP100289,2025-03-29 17:40:29.024186,WH-Chennai,Central,Carrier C,Rail,268.7,285.3,111,914,3064.49,1.2,0
SHP100246,2025-03-16 16:22:25.120934,WH-Bengaluru,Central,Carrier B,Air,1376.3,406.2,109,2352,76547.52,1.2,0
SHP100552,2025-06-17 13:54:41.734778,WH-Mumbai,North,Carrier C,Rail,540.1,115.5,127,551,4170.07,0.8,0
SHP100089,2025-01-28 00:27:37.381150,WH-Chennai,West,Carrier D,Road,748.4,106.3,120,61,8682.06,0.5,0
SHP100192,2025-02-28 06:55:32.777314,WH-Chennai,East,Carrier C,Road,752.3,130.9,134,3789,10465.43,1.1,0
SHP100920,2025-10-07 07:11:09.557964,WH-Mumbai,East,Carrier B,Road,169.2,271.3,128,3526,2741.58,0.5,0
SHP101199,2025-12-31 00:00:00.000000,WH-Mumbai,South,Carrier C,Sea,495.1,153.7,118,3273,2251.82,0.9,0
SHP100436,2025-05-13 08:43:38.181818,WH-Mumbai,East,Carrier B,Rail,516.8,99.3,114,3569,3391.78,0.6,0
SHP101127,2025-12-09 03:24:10.208507,WH-Delhi,West,Carrier D,Air,110.8,232.0,117,2995,7360.07,0.9,0
SHP101087,2025-11-26 23:57:35.879899,WH-Delhi,Central,Carrier C,Rail,1316.4,149.7,113,4670,10130.83,1.3,0
SHP100146,2025-02-14 07:45:59.299416,WH-Bengaluru,West,Carrier A,Air,782.1,223.8,119,3342,43252.62,0.2,0
SHP100118,2025-02-05 19:45:23.269391,WH-Delhi,South,Carrier B,Road,545.7,138.2,114,4200,7131.42,1.7,1
SHP101171,2025-12-22 11:59:23.969974,WH-Chennai,North,Carrier D,Sea,203.2,32.1,118,3034,1047.87,1.1,0
SHP100771,2025-08-23 01:33:40.683903,WH-Delhi,West,Carrier B,Air,336.7,440.1,126,1436,19429.04,0.9,0
SHP100692,2025-07-30 01:57:41.884904,WH-Mumbai,Central,Carrier D,road,398.4,466.3,115,3065,6074.77,0.3,0
SHP100752,2025-08-17 07:07:33.377814,WH-Kolkata,West,Carrier A,Air,499.2,100.4,127,862,27718.63,0.6,0
SHP100675,2025-07-24 22:05:54.295246,WH-Delhi,East,Carrier A,Road,223.2,133.3,134,4533,3389.73,0.2,0
SHP100026,2025-01-08 21:26:16.313594,WH-Mumbai,East,Carrier C,Road,446.8,161.8,140,2601,5585.0,1.6,0
SHP100014,2025-01-05 06:00:18.015012,WH-Kolkata,North,Carrier B,Road,337.1,106.1,124,910,4589.09,1.3,0
SHP100500,2025-06-01 19:02:09.107589,WH-Mumbai,West,Carrier A,Road,281.5,392.4,121,1479,4529.27,0.8,0
SHP100082,2025-01-25 21:27:28.373644,WH-Bengaluru,North,Carrier C,Road,284.6,44.1,104,4585,3016.71,1.0,0
SHP100737,2025-08-12 17:50:05.504587,WH-Delhi,South,Carrier D,Road,451.5,150.9,126,566,5879.83,1.3,0
SHP101028,2025-11-09 02:04:54.245204,WH-Delhi,Central,Carrier B,Road,84.6,291.5,96,2704,1441.58,0.2,0
SHP100754,2025-08-17 21:41:53.094245,WH-Kolkata,East,Carrier B,Rail,205.0,265.0,104,2565,2350.57,2.1,1
SHP100600,2025-07-02 03:38:34.929107,WH-Delhi,East,Carrier A,Road,872.0,84.8,120,829,11190.18,0.8,0
SHP100273,2025-03-24 21:05:51.292743,WH-Delhi,Central,Carrier D,Rail,417.9,237.0,112,1982,3602.75,1.7,1
SHP100819,2025-09-06 15:17:33.878231,WH-Delhi,Central,Carrier B,Sea,730.0,569.9,119,3391,3837.45,0.9,0
SHP100466,2025-05-22 11:18:33.928273,WH-Chennai,North,Carrier B,Road,791.9,235.8,115,2944,9388.21,0.8,0
SHP101125,2025-12-08 12:49:50.492076,WH-Mumbai,West,Carrier C,Rail,282.7,186.8,126,1151,3197.35,0.2,0
SHP101068,2025-11-21 05:31:28.573811,WH-Delhi,North,Carrier B,Road,454.5,425.4,137,3852,7114.46,1.2,0
SHP101080,2025-11-24 20:57:26.872393,WH-Kolkata,North,Carrier A,Road,283.7,434.3,115,2886,4595.73,0.2,0
SHP100447,2025-05-16 16:52:26.622185,WH-Delhi,South,Carrier A,Rail,600.7,79.1,127,1129,4515.37,0.6,0
SHP100371,2025-04-23 15:07:57.397831,WH-Delhi,Central,Carrier D,Rail,407.7,104.1,118,1725,30885.906240322718,0.8,0
SHP100557,2025-06-19 02:20:31.025854,WH-Chennai,West,Carrier D,Road,306.4,149.4,113,168,4171.13,0.2,0
SHP100271,2025-03-24 06:31:31.576313,WH-Mumbai,South,Carrier D,Sea,545.7,446.3,138,85,3471.38,1.9,1
SHP100605,2025-07-03 16:04:24.220183,WH-Kolkata,South,Carrier C,Sea,1010.7,347.5,116,2481,4495.6,1.5,1
SHP100449,2025-05-17 07:26:46.338615,WH-Delhi,North,Carrier C,Rail,769.2,402.4,128,4456,,0.8,0
SHP101044,2025-11-13 22:39:31.976647,WH-Bengaluru,East,Carrier D,Road,825.1,167.1,118,4087,10470.47,0.5,0
SHP100523,2025-06-08 18:36:55.846538,WH-Chennai,East,Carrier B,road,557.1,214.6,133,4141,8041.79,0.2,0
SHP100214,2025-03-06 23:13:09.658048,WH-Mumbai,South,Carrier B,Road,608.0,256.1,130,3959,53928.53799796009,1.0,0
SHP100344,2025-04-15 10:24:31.226021,WH-Kolkata,Central,Carrier D,Air,345.2,290.9,123,1465,20074.36,1.0,0
SHP101064,2025-11-20 00:22:49.140950,WH-Kolkata,East,Carrier D,Road,279.2,147.9,100,2355,3999.25,0.4,0
SHP100147,2025-02-14 15:03:09.157631,WH-Bengaluru,North,Carrier A,Air,353.5,204.3,136,2574,19394.3,0.8,0
SHP100412,2025-05-06 01:51:41.584653,WH-Kolkata,West,Carrier C,air,525.5,442.8,114,3995,30648.94,0.2,0
SHP101097,2025-11-30 00:49:14.462051,WH-Mumbai,North,Carrier D,Sea,471.4,416.7,136,12,2942.21,2.3,0
SHP100342,2025-04-14 19:50:11.509591,WH-Mumbai,South,Carrier D,Sea,352.8,80.3,123,2203,1962.05,1.4,1
SHP100173,2025-02-22 12:29:25.471226,WH-Chennai,East,Carrier D,Rail,326.8,117.1,114,2006,2370.41,0.3,0
SHP101109,2025-12-03 16:15:12.760633,WH-Chennai,South,Carrier A,Road,474.5,196.7,112,1184,5729.6,0.9,0
SHP100708,2025-08-03 22:32:19.616346,WH-Mumbai,North,Carrier B,Road,490.1,441.9,111,2551,6684.25,1.8,1
SHP100305,2025-04-03 14:15:06.755629,WH-Chennai,South,Carrier B,Road,310.4,88.9,123,1763,4110.94,0.5,0
SHP100543,2025-06-14 20:20:13.010842,WH-Delhi,West,Carrier C,Road,304.0,427.0,115,94,4565.1,1.5,1
SHP100916,2025-10-06 02:02:30.125104,WH-Mumbai,West,Carrier D,air,457.5,224.5,121,861,25919.49,0.4,0
SHP100726,2025-08-09 09:41:17.064220,WH-Delhi,South,Carrier D,Sea,538.7,569.8,126,2542,3284.17,1.8,1
SHP100881,2025-09-25 11:01:45.087572,WH-Bengaluru,South,Carrier B,Road,422.6,240.8,110,2427,5126.22,0.9,0
SHP100285,2025-03-28 12:31:49.591326,WH-Chennai,Central,Carrier D,Sea,227.1,120.2,125,4362,1795.18,1.2,0
SHP100221,2025-03-09 02:13:18.665554,WH-Bengaluru,Central,Carrier C,Road,1454.3,343.7,106,1472,18564.25,1.5,1
SHP100730,2025-08-10 14:49:56.497080,WH-Chennai,South,Carrier C,Road,284.1,167.4,125,4303,4131.4,0.9,0
SHP100022,2025-01-07 16:17:36.880733,WH-Bengaluru,North,Carrier B,Rail,185.9,151.4,114,3992,1347.32,1.5,1
SHP100917,2025-10-06 09:19:39.983319,WH-Bengaluru,North,Carrier B,Rail,573.3,62.8,114,1876,4696.44,0.4,0
SHP100116,2025-02-05 05:11:03.552960,WH-Chennai,Central,Carrier C,Road,271.6,26.2,118,332,3601.08,1.2,0
SHP100929,2025-10-10 00:45:38.281901,WH-Mumbai,West,Carrier C,Sea,250.4,119.0,119,3478,1429.83,0.5,0
SHP100361,2025-04-20 14:16:18.815679,WH-Bengaluru,East,Carrier D,road,243.9,68.8,117,1617,2903.28,0.8,0
SHP100095,2025-01-29 20:10:36.530442,WH-Chennai,East,Carrier A,Road,299.2,230.1,111,486,3866.76,0.2,0
SHP100984,2025-10-26 17:29:40.483736,WH-Delhi,South,Carrier A,Road,1178.8,262.9,124,2895,14954.25,3.1,0
SHP100261,2025-03-21 05:39:52.994161,WH-Mumbai,East,Carrier C,Road,253.3,,123,452,3676.44,0.6,0
SHP100945,2025-10-14 21:20:16.013344,WH-Chennai,South,Carrier D,Road,771.9,150.5,115,1716,9155.21,0.4,0
SHP100995,2025-10-30 01:38:28.924103,WH-Mumbai,North,Carrier C,Air,646.5,271.5,109,1074,35643.75,0.6,0
SHP100778,2025-08-25 04:33:49.691409,WH-Kolkata,West,Carrier D,Road,264.1,190.8,119,1113,4016.72,0.6,0
SHP100179,2025-02-24 08:12:24.620517,WH-Kolkata,South,Carrier D,Road,473.9,264.5,115,923,4655.92,1.9,0
SHP100102,2025-01-31 23:10:45.537948,WH-Bengaluru,South,Carrier D,Sea,411.4,130.0,104,4467,1636.59,0.4,0
SHP100574,2025-06-24 06:12:18.615512,WH-Kolkata,South,Carrier A,Road,330.9,75.5,104,3412,4210.27,0.2,0
SHP100563,2025-06-20 22:03:30.175145,WH-Delhi,North,Carrier A,Sea,616.2,42.8,148,2883,3448.16,1.4,1
SHP100184,2025-02-25 20:38:13.911592,WH-Kolkata,North,Carrier D,Road,761.0,374.5,127,813,10349.2,2.1,1
SHP100467,2025-05-22 18:35:43.786488,WH-Bengaluru,West,Carrier D,Sea,504.6,179.2,103,1923,2347.37,1.1,0
SHP101009,2025-11-03 07:38:46.939115,WH-Mumbai,East,Carrier B,Road,456.0,,118,883,6505.62,0.7,0
SHP100968,2025-10-21 20:55:02.752293,WH-Delhi,East,Carrier D,Rail,445.5,305.1,118,1191,4013.32,0.4,0
SHP100071,2025-01-22 13:18:39.933277,WH-Mumbai,South,Carrier C,Road,574.2,84.7,133,2055,7222.72,,1
SHP101032,2025-11-10 07:13:33.678065,WH-Kolkata,North,Carrier A,Sea,531.3,127.9,124,105,2891.2,1.2,0
SHP101094,2025-11-29 02:57:44.887406,WH-Kolkata,North,Carrier D,Rail,686.9,112.9,121,366,5016.99,0.6,0
SHP100346,2025-04-16 00:58:50.942452,WH-Delhi,North,Carrier D,Rail,246.0,230.5,111,402,2007.57,0.3,0
SHP101188,2025-12-27 15:51:11.559633,WH-Mumbai,West,Carrier D,Sea,1595.7,91.5,140,2007,,2.4,1
SHP101108,2025-12-03 08:58:02.902418,WH-Chennai,East,Carrier D,Rail,676.5,138.3,122,3212,4994.02,1.1,0
SHP100029,2025-01-09 19:17:45.888240,WH-Mumbai,North,Carrier C,Road,862.6,50.7,133,529,10429.91,1.7,1
SHP101003,2025-11-01 11:55:47.789824,WH-Chennai,Central,Carrier A,Road,1170.5,125.0,107,545,14394.28,1.9,1
SHP100039,2025-01-12 20:09:24.470391,WH-Mumbai,West,Carrier A,Air,427.5,156.4,121,4635,23874.27,0.2,0
SHP100504,2025-06-03 00:10:48.540450,WH-Chennai,South,Carrier D,Rail,548.8,527.0,122,233,4681.8,1.2,0
SHP100157,2025-02-17 15:54:47.739783,WH-Bengaluru,Central,Carrier D,Road,18.6,243.7,110,1300,1041.63,0.8,0
SHP100658,2025-07-19 18:14:06.705587,WH-Chennai,South,Carrier B,Road,1117.8,175.9,108,3249,13485.62,1.8,0
SHP100635,2025-07-12 18:39:19.966638,WH-Bengaluru,South,Carrier A,Road,440.1,417.8,141,3788,6890.21,1.4,1
SHP101081,2025-11-25 04:14:36.730608,WH-Mumbai,West,Carrier A,Road,319.7,337.5,118,4614,4904.97,0.3,0
SHP100394,2025-04-30 14:42:44.136780,WH-Kolkata,West,Carrier B,Road,638.7,225.7,120,2894,8183.25,1.0,0
SHP100052,2025-01-16 18:52:32.627189,WH-Chennai,East,Carrier B,Road,802.5,,125,2971,10584.54,1.3,0
SHP100841,2025-09-13 07:35:10.758965,WH-Chennai,North,Carrier B,Rail,362.6,176.8,95,4854,2841.44,0.2,0
SHP100359,2025-04-19 23:41:59.099249,WH-Chennai,Central,Carrier B,Rail,1117.1,87.0,123,3967,7680.56,1.8,1
SHP100745,2025-08-15 04:07:24.370308,WH-Chennai,North,Carrier C,Rail,762.7,171.7,120,2670,6318.59,1.6,1
SHP100402,2025-05-03 01:00:03.002502,WH-Bengaluru,East,Carrier B,Road,198.2,407.3,130,4239,3885.47,2.1,1
SHP100421,2025-05-08 19:26:10.308590,WH-Mumbai,West,,Road,850.5,242.0,120,1593,10892.73,1.1,0
SHP100448,2025-05-17 00:09:36.480400,WH-Bengaluru,North,Carrier B,Road,682.8,206.5,89,4378,8039.64,1.3,0
SHP100677,2025-07-25 12:40:14.011676,WH-Kolkata,West,Carrier D,Road,150.5,253.0,117,4281,2704.66,1.0,0
SHP100284,2025-03-28 05:14:39.733110,WH-Kolkata,North,Carrier C,air,313.9,473.5,113,3422,17865.11,,0
SHP100592,2025-06-29 17:21:16.063386,WH-Kolkata,Central,Carrier B,Road,491.3,86.3,134,4543,,1.6,1
SHP100227,2025-03-10 21:56:17.814845,WH-Mumbai,West,Carrier A,Road,261.4,129.3,102,1354,3000.66,0.2,0
SHP100353,2025-04-18 03:58:59.949958,WH-Chennai,East,Carrier B,Road,567.1,53.4,114,742,7003.36,0.2,0
SHP100009,2025-01-03 17:34:28.723936,WH-Kolkata,North,Carrier C,Sea,108.7,124.2,109,2646,1920.16,0.2,0
SHP101010,2025-11-03 14:55:56.797331,WH-Bengaluru,North,Carrier C,Sea,504.6,456.4,116,3956,2693.3,0.5,0
SHP100030,2025-01-10 02:34:55.746455,WH-Kolkata,South,Carrier A,Road,581.7,262.9,124,2892,7275.77,1.4,0
SHP101091,2025-11-28 05:06:15.312760,WH-Mumbai,South,Carrier B,rail,631.0,177.4,105,477,4452.35,0.2,0
SHP100691,2025-07-29 18:40:32.026688,WH-Kolkata,West,,Sea,303.8,269.9,120,2160,2107.07,2.1,1
SHP100956,2025-10-18 05:29:04.453711,WH-Kolkata,Central,Carrier B,Sea,407.8,57.5,148,4116,1579.95,1.4,0
SHP100898,2025-09-30 14:53:32.677231,WH-Chennai,East,Carrier C,Road,239.0,,108,2131,3035.78,1.3,0
SHP100334,2025-04-12 09:32:52.643869,WH-Delhi,South,Carrier C,Road,79.3,200.8,102,922,2452.19,0.3,0
SHP100462,2025-05-21 06:09:54.495412,WH-Delhi,East,Carrier C,Road,262.1,209.3,121,3600,2893.29,0.6,0
SHP100007,2025-01-03 03:00:09.007506,WH-Chennai,North,Carrier C,Rail,657.8,227.2,146,1544,5340.14,1.4,1
SHP100517,2025-06-06 22:53:56.697247,WH-Bengaluru,North,Carrier D,Road,596.7,277.8,123,1929,7699.96,1.3,0
SHP100197,2025-03-01 19:21:22.068390,WH-Mumbai,East,Carrier D,Road,611.9,455.6,100,4578,8404.24,1.0,0
SHP100296,2025-03-31 20:40:38.031693,WH-Mumbai,East,Carrier B,Road,350.6,33.4,128,2991,4406.39,0.7,0
SHP100392,2025-04-30 00:08:24.420350,WH-Bengaluru,West,Carrier A,Air,218.7,131.9,113,4587,12838.54,0.4,0
SHP100798,2025-08-31 06:17:06.855713,WH-Chennai,North,Carrier A,Rail,723.9,147.1,105,29,5437.05,0.4,0
SHP101090,2025-11-27 21:49:05.454545,WH-Bengaluru,Central,Carrier D,Rail,558.5,125.1,125,3205,3965.5,0.2,0
SHP100938,2025-10-12 18:20:07.005838,WH-Chennai,North,Carrier D,Road,383.5,115.3,119,1473,4714.9,0.5,0
SHP100823,2025-09-07 20:26:13.311092,WH-Bengaluru,South,Carrier C,Road,312.9,165.4,115,3039,4849.48,0.7,0
SHP100510,2025-06-04 19:53:47.689741,WH-Bengaluru,North,Carrier D,Rail,885.2,55.3,102,4133,5736.43,1.1,0
SHP100800,2025-08-31 20:51:26.572143,WH-Kolkata,North,Carrier B,Road,290.1,286.5,111,325,3257.35,1.2,0
SHP100122,2025-02-07 00:54:02.702251,WH-Chennai,Central,Carrier A,Rail,497.3,403.6,101,888,5076.82,0.4,0
SHP100688,2025-07-28 20:49:02.452043,WH-Kolkata,South,Carrier D,Road,301.8,214.0,110,998,4430.84,0.6,0
SHP100378,2025-04-25 18:08:06.405337,WH-Delhi,Central,Carrier D,Road,497.6,329.8,103,2807,7035.15,0.5,0
SHP100038,2025-01-12 12:52:14.612176,WH-Mumbai,Central,Carrier C,Road,352.5,264.5,121,2742,5489.09,0.6,0
SHP101071,2025-11-22 03:22:58.148457,WH-Mumbai,West,Carrier B,Road,1119.9,205.8,115,2023,14030.34,1.4,1
SHP100805,2025-09-02 09:17:15.863219,WH-Chennai,East,Carrier D,Rail,807.6,243.0,128,2426,5658.97,1.3,0
SHP100765,2025-08-21 05:50:41.534612,WH-Delhi,East,Carrier B,Road,179.9,181.6,130,990,3463.47,0.2,0
SHP100162,2025-02-19 04:20:37.030859,WH-Kolkata,Central,Carrier D,Road,169.6,385.1,109,3853,3497.31,0.2,0
SHP100067,2025-01-21 08:10:00.500417,WH-Bengaluru,South,Carrier B,Air,472.2,337.7,109,1432,26691.02,0.2,0
SHP100124,2025-02-07 15:28:22.418682,WH-Bengaluru,Central,Carrier A,Road,873.9,150.1,110,320,11473.36,1.3,0
SHP100551,2025-06-17 06:37:31.876563,WH-Chennai,Central,Carrier B,Road,986.3,125.5,103,4476,12948.07,1.2,0
SHP100004,2025-01-02 05:08:39.432860,WH-Chennai,Central,Carrier A,Air,1109.9,181.6,106,2604,61145.7,0.2,0
SHP101077,2025-11-23 23:05:57.297748,WH-Kolkata,North,Carrier A,Road,523.3,126.8,118,2449,6915.24,0.9,0
SHP101011,2025-11-03 22:13:06.655546,WH-Bengaluru,West,Carrier B,Road,166.4,436.9,119,3094,2642.43,0.6,0
SHP100300,2025-04-02 01:49:17.464553,WH-Delhi,West,Carrier B,Rail,259.6,,138,4715,1950.6,0.8,0
SHP100611,2025-07-05 11:47:23.369474,WH-Kolkata,South,Carrier C,Road,35.2,237.2,124,3684,1627.56,0.6,0
SHP100747,2025-08-15 18:41:44.086738,WH-Delhi,South,Carrier D,Road,188.4,201.1,130,1720,2803.87,0.2,0
SHP100287,2025-03-29 03:06:09.307756,WH-Chennai,North,Carrier C,Road,788.6,218.7,124,4988,9540.0,0.4,0
SHP100748,2025-08-16 01:58:53.944954,WH-Kolkata,Central,Carrier C,Road,322.2,201.9,108,104,3118.64,2.0,1
SHP100427,2025-05-10 15:09:09.457881,WH-Mumbai,South,Carrier D,Road,648.8,556.7,121,3137,9347.33,1.3,0
SHP100608,2025-07-04 13:55:53.794829,WH-Delhi,East,Carrier B,Road,472.5,259.5,133,2079,6277.81,0.2,0
SHP100906,2025-10-03 01:10:51.542952,WH-Bengaluru,Central,Carrier D,Road,1374.3,154.8,121,3307,16969.94,1.9,1
SHP100969,2025-10-22 04:12:12.610508,WH-Bengaluru,West,Carrier B,road,339.2,130.2,103,3920,4733.2,0.7,0
SHP100831,2025-09-10 06:43:32.176814,WH-Bengaluru,North,Carrier D,Road,202.6,318.2,126,4745,3075.25,0.2,0
SHP100506,2025-06-03 14:45:08.256880,WH-Mumbai,North,Carrier C,Sea,340.3,75.2,109,2691,2151.21,1.2,0
SHP100356,2025-04-19 01:50:29.524603,WH-Delhi,South,Carrier A,Air,726.5,186.9,121,750,40558.25,10.466737529740785,1
SHP100399,2025-05-02 03:08:33.427856,WH-Chennai,Central,Carrier C,Road,676.3,254.3,110,3613,9241.18,1.5,1
SHP100934,2025-10-11 13:11:27.572977,WH-Bengaluru,East,Carrier A,Road,617.2,60.7,108,2209,7814.01,2.3,0
SHP100352,2025-04-17 20:41:50.091743,WH-Chennai,West,Carrier B,Road,1067.7,172.5,135,4544,13374.88,1.2,0
SHP101126,2025-12-08 20:07:00.350291,WH-Chennai,South,Carrier B,Road,395.0,252.3,109,3792,5400.14,0.2,0
SHP100991,2025-10-28 20:29:49.491242,WH-Delhi,North,Carrier C,Road,827.5,126.1,127,1987,9883.35,1.0,0
SHP100698,2025-07-31 21:40:41.034195,WH-Bengaluru,North,,road,493.0,167.0,130,4126,6242.24,1.4,1
SHP101004,2025-11-01 19:12:57.648040,WH-Bengaluru,East,Carrier B,Rail,293.2,247.2,106,4999,2497.85,0.6,0
SHP100667,2025-07-22 11:48:35.429524,WH-Mumbai,East,Carrier A,Sea,140.6,126.4,123,277,902.78,0.9,0
SHP100260,2025-03-20 22:22:43.135946,WH-Bengaluru,South,Carrier C,Rail,596.0,171.6,124,2254,5102.15,0.7,0
SHP101024,2025-11-07 20:56:14.812343,WH-Bengaluru,South,,Road,351.6,264.6,113,4415,5407.71,1.0,0
SHP100333,2025-04-12 02:15:42.785654,WH-Delhi,East,Carrier A,Road,767.4,331.4,97,364,10130.68,1.0,0
SHP100153,2025-02-16 10:46:08.306922,WH-Chennai,West,Carrier A,Road,957.0,,148,869,11344.99,0.6,0
SHP100396,2025-05-01 05:17:03.853211,WH-Mumbai,North,Carrier B,Rail,378.0,166.0,121,3661,3199.69,0.4,0
SHP100787,2025-08-27 22:08:18.415346,WH-Kolkata,South,Carrier A,Sea,973.3,158.2,102,2339,3906.78,2.9,0
SHP100501,2025-06-02 02:19:18.965804,WH-Bengaluru,Central,Carrier C,Road,470.3,153.8,121,3037,6507.42,0.2,0
SHP101147,2025-12-15 05:07:27.372810,WH-Delhi,North,Carrier C,Road,369.5,241.2,134,3259,5046.67,0.3,0
SHP100721,2025-08-07 21:15:27.773144,WH-Delhi,North,Carrier A,Air,942.7,,117,23,51255.01,0.2,0
SHP100373,2025-04-24 05:42:17.114261,WH-Chennai,Central,Carrier C,Road,464.2,122.3,132,1701,5585.92,0.5,0
SHP100590,2025-06-29 02:46:56.346955,WH-Chennai,South,Carrier A,Road,1187.9,47.6,149,4312,13674.1,1.3,0
SHP100312,2025-04-05 17:15:15.763135,WH-Kolkata,West,Carrier D,Sea,494.1,378.2,129,4435,2816.56,2.4,1
SHP100598,2025-07-01 13:04:15.212677,WH-Chennai,East,Carrier A,Road,549.0,144.7,118,1602,6650.81,0.5,0
SHP100042,2025-01-13 18:00:54.045037,WH-Kolkata,South,Carrier B,Road,594.3,286.5,115,3830,7529.33,0.8,0
SHP100645,2025-07-15 19:30:58.548790,WH-Mumbai,East,Carrier A,Road,920.3,622.5,132,116,12586.64,1.5,0
SHP100028,2025-01-09 12:00:36.030025,WH-Delhi,East,Carrier C,Road,356.9,283.8,114,4289,4823.32,0.8,0
SHP100522,2025-06-08 11:19:45.988323,WH-Mumbai,North,Carrier C,Road,1438.0,33.9,118,1677,,1.0,0
SHP100963,2025-10-20 08:29:13.461217,WH-Delhi,Central,Carrier A,Road,691.8,301.9,103,3006,9158.72,0.8,0
SHP100762,2025-08-20 07:59:11.959966,WH-Chennai,East,Carrier D,Sea,480.9,77.2,131,3118,2124.94,0.5,0
SHP101036,2025-11-11 12:22:13.110925,WH-Kolkata,West,Carrier B,Air,818.2,318.3,124,2192,45306.33,0.2,0
SHP100140,2025-02-12 12:03:00.150125,WH-Delhi,South,Carrier B,Sea,312.8,166.0,116,1168,1519.71,0.8,0
SHP100826,2025-09-08 18:17:42.885738,WH-Chennai,West,Carrier C,Road,554.3,248.2,104,1184,6947.97,1.0,0
SHP100704,2025-08-02 17:23:40.183486,WH-Delhi,West,Carrier C,Rail,667.4,132.7,111,445,,1.3,0
SHP101020,2025-11-06 15:47:35.379482,WH-Chennai,South,Carrier C,Road,300.4,155.6,123,3179,3632.03,1.5,1
SHP101157,2025-12-18 05:59:05.954962,WH-Chennai,West,Carrier C,Road,539.2,457.8,119,3379,7810.94,1.2,0
SHP101014,2025-11-04 20:04:36.230191,WH-Chennai,East,Carrier C,Rail,112.9,28.8,114,3071,1151.44,1.0,0
SHP100921,2025-10-07 14:28:19.416180,WH-Bengaluru,North,Carrier B,Road,1268.0,295.3,104,1685,16407.8,2.3,1
SHP100970,2025-10-22 11:29:22.468723,WH-Kolkata,South,Carrier A,Sea,453.9,178.3,129,4628,2486.27,0.7,0
SHP100136,2025-02-11 06:54:20.717264,WH-Chennai,South,Carrier C,air,876.5,145.2,116,1865,49131.47,0.2,0
SHP100948,2025-10-15 19:11:45.587989,WH-Mumbai,Central,Carrier C,Road,256.7,170.2,98,4570,3600.91,0.6,0
SHP100876,2025-09-23 22:35:55.796497,WH-Mumbai,East,Carrier C,Road,323.9,179.3,123,2718,4042.38,1.1,0
SHP100782,2025-08-26 09:42:29.124270,WH-Chennai,Central,Carrier A,Air,855.1,110.9,131,1265,47069.69,1.3,0
SHP100445,2025-05-16 02:18:06.905754,WH-Kolkata,East,Carrier C,Sea,458.5,170.8,111,868,2374.38,1.4,1
SHP100669,2025-07-23 02:22:55.145954,WH-Delhi,South,Carrier A,Road,665.6,,128,1556,8221.29,0.3,0
SHP100743,2025-08-14 13:33:04.653878,WH-Chennai,East,Carrier C,Road,477.3,270.9,114,4167,6888.44,1.1,0
SHP100272,2025-03-24 13:48:41.434528,WH-Mumbai,Central,Carrier D,Sea,447.7,302.8,132,1677,2502.17,2.2,1
SHP101152,2025-12-16 17:33:16.663886,WH-Kolkata,Central,Carrier C,Rail,765.7,256.1,125,4876,5852.42,0.3,0
SHP100519,2025-06-07 13:28:16.413678,WH-Kolkata,North,Carrier C,Rail,538.4,214.2,96,2779,4602.96,2.0,0
SHP100814,2025-09-05 02:51:44.587155,WH-Kolkata,Central,Carrier C,Road,780.0,309.4,117,425,10152.41,1.9,0
SHP100818,2025-09-06 08:00:24.020016,WH-Chennai,West,Carrier B,Sea,639.3,245.4,112,1239,3250.89,1.3,0
SHP100377,2025-04-25 10:50:56.547122,WH-Delhi,South,Carrier D,Sea,1703.3,160.3,97,4340,6529.09,2.5,1
SHP100734,2025-08-11 19:58:35.929941,WH-Delhi,Central,Carrier D,Road,603.5,27.9,117,3174,7999.13,0.4,0
SHP100498,2025-06-01 04:27:49.391159,WH-Mumbai,West,Carrier C,Road,585.2,127.2,121,926,7473.75,1.3,0
SHP100614,2025-07-06 09:38:52.944120,WH-Kolkata,East,Carrier A,Road,191.2,100.0,107,3651,2368.42,1.0,0
SHP101153,2025-12-17 00:50:26.522101,WH-Mumbai,North,Carrier A,Rail,267.6,52.1,113,3708,2194.31,0.2,0
SHP101112,2025-12-04 14:06:42.335279,WH-Delhi,West,Carrier A,Road,609.9,320.2,124,4705,8218.04,2.2,1
SHP101073,2025-11-22 17:57:17.864887,WH-Mumbai,North,,Road,388.4,450.2,129,2285,5293.2,0.7,0
SHP100891,2025-09-28 11:53:23.669724,WH-Bengaluru,South,Carrier C,Road,340.7,234.1,116,4086,5466.94,0.2,0
SHP100676,2025-07-25 05:23:04.153461,WH-Bengaluru,West,Carrier C,Road,803.7,219.5,113,2773,10734.58,1.4,1
SHP101165,2025-12-20 16:16:24.820683,WH-Kolkata,East,Carrier C,Air,540.4,366.9,133,740,30872.62,0.2,0
